id,pref,age,gender,FA
21378,静岡県,89,男性,詰め将棋など掲載してください
21379,神奈川県,74,男性,いつも楽しく読ませて頂いています。
21380,静岡県,89,男性,詰め将棋など掲載してください
21381,秋田県,83,男性,テーマ特集毎号大変勉強になります。北海道・北東北の縄文遺跡群の中には秋田県の伊勢堂岱遺跡も含まれます。ユネスコ世界文化遺産への登録が近づいています。
21382,秋田県,83,男性,テーマ特集毎号大変勉強になります。北海道・北東北の縄文遺跡群の中には
21383,秋田県,83,男性,テーマ特集毎号大変勉強になります。北海道・北東北の縄文遺跡群の中には伊勢堂岱遺跡も含まれます
21384,東京都,76,男性,興味深い話題を取り上げていただき、面白く読んでいます。
21385,秋田県,83,男性,テーマ特集毎号大変勉強になります。北海道・北東北の縄文遺跡群の中には秋田県の伊勢堂岱遺跡も含まれます
21386,新潟県,81,女性,毎月楽しみにしています。要望はありません。
21387,千葉県,69,女性,縄文・弥生・古墳時代の違い、良く分かりました。　グルメの記事も楽しみにしています。
21388,宮城県,69,男性,今回のように東北地方の記事を
21389,静岡県,80,男性,発行月の2か月後位の季節の情報、例えば6月号ならば8月くらいの見ごろ地域の情報
21390,兵庫県,74,男性,10ｋｍ程度の歩きを含む旅の案内。
21391,千葉県,43,男性,これからも旅の情報、楽しみにしています。
21392,兵庫県,68,男性,観光地までの駅からアクセス情報にレンタサイクル案内がほしい
21393,茨城県,68,男性,新型コロナ禍では旅行は自粛しました、ワクチン接種で旅行に行けます。
21394,奈良県,71,男性,コロナ禍のなかで旅に出かけた気分になれる記事を期待します。
21395,神奈川県,76,男性,何時も特集記事を楽しみにしております。今後も期待してます。
21396,岩手県,67,女性,毎号楽しみにしております
21397,静岡県,74,男性,気軽なトレッキング特集
21398,静岡県,74,男性,気軽なトレッキング特集
21399,東京都,68,女性,パズルの中で、横の7の回答はシェフでは？は？
21400,千葉県,74,男性,自粛生活の中、旅気分を味わうことが出来、毎号楽しみ。
21401,広島県,73,女性,周年ガイドのような記事で記念入場券などの発売日をもっと知りたい
21402,広島県,75,男性,謎解き？古代ふしぎ探訪のような歴史を追った記事が面白い
21403,岩手県,65,女性,乗り放題の体験談やお得な歩き方
21404,神奈川県,75,女性,特になし
21405,島根県,73,男性,四季折々の楽しみ方の鉄道旅を
21406,青森県,61,女性,郷土料理を扱って欲しい。
21407,東京都,60,女性,旅に出る前の準備情報収集しています
21408,千葉県,83,男性,紙質が良く読みやすい
21409,静岡県,71,女性,食べ物系
21410,福井県,70,女性,コロナで旅行に行けない間、冊子の素敵な写真などで楽しませてもらっています。
21411,千葉県,68,男性,コロナで旅行がしづらい中、各地の記事に癒やされてます。終息したらまた旅行に行きたいです。
21412,三重県,72,男性,いつも楽しんで読んでいます
21413,秋田県,67,女性,いつも楽しく読んでいます、沖縄の観光お願いしますします
21414,静岡県,64,女性,コロナで出かけられなく、会費が、無駄になってしまってます。何か特典下さい。
21415,愛知県,70,女性,特になし
21416,東京都,70,女性,今号は表紙からワクワクしました。テーマが時代ごとに掘り下げられていて良かったです。ジパングは全国ですから、ぜひ全国のしめかざりを取り上げて欲しいです。
21417,山口県,71,男性,歴史的な古戦場を紹介してください。
21418,宮城県,66,女性,記事を読みながらいつも旅をしているような気分をあじあわせていただいています。パズルを解くのも楽しみです。次回号の予告などあれば待ちどうしさと言う楽しみも出来るのでは？
21419,千葉県,66,男性,秘湯・秘境駅特集を引き続きお願いします。
21420,秋田県,68,男性,歴史関係の記事が多く良かった。
21421,千葉県,73,男性,毎月号を楽しませて頂いてます。有難うございます。もう少し「参加できるスポーツの関連記事」があると、より楽しめるのですが・・。もっと楽しめると
21422,岐阜県,61,女性,当選者数が少ない
21423,岩手県,67,男性,本当にコロナ禍の時期、出歩けないので貴誌を楽しく読んでいます。絶対、コロナが終息したら三内丸山にいきます。
21424,静岡県,77,男性,毎月楽しみしてます??
21425,兵庫県,65,女性,今までは世界に目を向けていましたが、今は日本の良さを見直す時期だと思っています。絶景とか見に行くのが好きです。日本の知られていない絶景を多く載せてほしいと思います。
21426,兵庫県,64,女性,行きたいところの特集が多く楽しみ
21427,兵庫県,70,男性,いい企画だが原稿に深みがない
21428,東京都,74,男性,楽しい情報ありがとうございます。
21429,新潟県,63,女性,掲載されている写真を見ると旅した気分に浸れるので、何度も見返しています。
21430,東京都,73,女性,クロスワードパズルが楽しみです。プレゼントを貰ったことはありません。
21431,東京都,74,男性,贅なるひとときが楽しみです
21432,愛知県,73,男性,・鉄道（公共交通機関）を利用した観光ガイド特集。
21433,愛知県,66,女性,なし
21434,愛知県,71,男性,なし
21435,福岡県,80,男性,一度訪れたところの記事は、懐かしく読んでいます。
21436,東京都,77,女性,いつも特集を楽しみにしております
21437,東京都,72,男性,特集はいつも内容が濃くたっぷりと楽しめ、毎号楽しみです
21438,大阪府,81,男性,知らない土地の多さにびっくりです。これからもどしどし紹介下さい。
21439,秋田県,69,男性,毎回の特集記事を楽しみにしています。
21440,北海道,80,男性,特にありません。
21441,東京都,69,女性,歴史は大の苦手、という私ですがジパング?楽部でその土地の歴史や文化を知るに連れ、その土地の成り立ちや発展、人々の暮らし等に思いを馳せるようになりました。今後とも教養の源となるような記事をお願いします。
21442,福島県,78,男性,読みやすくて良い
21443,兵庫県,63,女性,ワクチンも進みつつあります。
